occ_code,occupation_title,observed_exposure,theoretical_exposure,human_theoretical_exposure,annual_mean_wage,total_employment,computer_use_score,physical_presence_index,customer_facing_index,education_index,task_usage_pct,frontline_origin_task_usage_pct,major_group,frontline_soc,calibrated_employment_pct,any_ai_use,log_wage,ai_access_gap,frontline_physical,frontline_customer
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",0.0,0.1666666666666666,0.119047619047619,64360.0,11810.0,4.01,3.1425,4.18,3.3955395539553956,0.002880282372409949,0.0,49,0,0.00777718774252458,0.0,11.07224760110632,0.1666666666666666,0.0,0.0
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",0.0333,0.328125,0.296875,64010.0,159670.0,4.44,3.51,4.3533333333333335,3.351764823517648,0.037836436619386266,0.0,49,0,0.10514678804817101,1.0,11.066794600136049,0.294825,1.0,0.0
49-2091,Avionics Technicians,0.0,0.36,0.2,77080.0,21280.0,4.15,2.8449999999999998,3.8733333333333335,3.3662,0.007331627857043615,0.0,49,0,0.01401342550050153,0.0,11.252599122528302,0.36,0.0,0.0
49-2092,"Electric Motor, Power Tool, and Related Repairers",0.0,0.1153846153846153,0.0384615384615384,52550.0,16010.0,2.92,3.5425000000000004,3.9233333333333333,3.131686831316868,0.04425161099429958,0.0,49,0,0.010542995407097251,0.0,10.869520376305097,0.1153846153846153,1.0,0.0
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",0.0,0.32,0.24,76380.0,7920.0,3.74,3.8049999999999997,3.5399999999999996,3.4833000000000003,0.012699426823807885,0.0,49,0,0.00521552302462275,0.0,11.243476160779506,0.32,1.0,0.0
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",0.0,0.4358974358974359,0.3846153846153846,69810.0,58320.0,4.16,2.8725,3.8800000000000003,3.694,0.03417062269086456,0.0,49,0,0.03840521499949479,0.0,11.153532544964447,0.4358974358974359,0.0,0.0
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",0.0,0.44,0.32,92840.0,24790.0,3.93,3.835,4.046666666666667,3.6600000000000006,0.01165205141565864,0.0,49,0,0.016324850477322978,0.0,11.438632860388374,0.44,1.0,0.0
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",0.0,0.1666666666666666,0.25,47570.0,8900.0,3.96,3.4325,3.8166666666666664,2.6018,0.0024875165943541197,0.0,49,0,0.005860878146356373,0.0,10.769957589426328,0.1666666666666666,1.0,0.0
49-2097,Audiovisual Equipment Installers and Repairers,0.0,0.2857142857142857,0.1904761904761904,52720.0,24720.0,4.19,3.3499999999999996,4.19,3.093890610938906,0.04621543988457903,0.0,49,0,0.01627875368291343,0.0,10.872750169176388,0.2857142857142857,1.0,0.0
49-2098,Security and Fire Alarm Systems Installers,0.0303,0.2666666666666666,0.2666666666666666,57400.0,83540.0,4.01,3.61,4.53,2.7020000000000004,0.03417062269086446,0.0,49,0,0.05501323149961926,1.0,10.957799582307658,0.2363666666666666,1.0,1.0
49-3011,Aircraft Mechanics and Service Technicians,0.0,0.1791044776119403,0.1044776119402985,76260.0,137630.0,3.44,4.06,4.1033333333333335,3.3010999999999995,0.012044817193714669,0.0,49,0,0.09063288306550872,0.0,11.241903833411556,0.1791044776119403,1.0,0.0
49-3021,Automotive Body and Related Repairers,0.0,0.0851063829787234,0.0638297872340425,55220.0,151910.0,2.83,3.4375,3.436666666666667,2.113011301130113,0.0,0.0,49,0,0.1000366291250558,0.0,10.919080485484145,0.0851063829787234,1.0,0.0
49-3022,Automotive Glass Installers and Repairers,0.0,0.0,0.0,46010.0,16890.0,2.05,3.885,4.39,1.9224922492249226,0.0,0.0,49,0,0.011122497965388667,0.0,10.736614043149514,0.0,1.0,0.0
49-3023,Automotive Service Technicians and Mechanics,0.0,0.1272727272727272,0.109090909090909,51940.0,676570.0,3.65,3.5825,4.22,2.6592000000000002,0.011390207563621354,0.0,49,0,0.4455386884809361,0.0,10.85784448521674,0.1272727272727272,1.0,0.0
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,0.0,0.0,0.0,59920.0,285030.0,3.6,4.2225,3.9666666666666663,2.843884388438844,0.04045487513975913,0.0,49,0,0.18769956157932102,0.0,11.000765618191101,0.0,1.0,0.0
49-3041,Farm Equipment Mechanics and Service Technicians,0.0,0.1153846153846153,0.1923076923076923,52120.0,36830.0,3.81,3.9475,4.116666666666666,2.6333999999999995,0.0,0.0,49,0,0.024253499115764632,0.0,10.861304031238781,0.1153846153846153,1.0,0.0
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",0.0,0.15,0.2,64340.0,177280.0,3.44,4.11,4.11,2.835016498350165,0.006807940152969144,0.0,49,0,0.11674342447034358,0.0,11.071936800793017,0.15,1.0,0.0
49-3043,Rail Car Repairers,0.0,0.1290322580645161,0.064516129032258,65690.0,19480.0,2.15,4.21,3.7733333333333334,2.405040504050405,0.0,0.0,49,0,0.012828079358541815,0.0,11.092701985886519,0.1290322580645161,1.0,0.0
49-3051,Motorboat Mechanics and Service Technicians,0.0,0.0769230769230769,0.0769230769230769,52620.0,23230.0,2.97,4.1925,4.283333333333333,2.8377,0.0,0.0,49,0,0.015297550487624555,0.0,10.870851554594283,0.0769230769230769,1.0,0.0
49-3052,Motorcycle Mechanics,0.0,0.0,0.0,47960.0,14330.0,3.77,3.7099999999999995,4.199999999999999,3.1947,0.001963828890279547,0.0,49,0,0.009436672341268182,0.0,10.77812260914145,0.0,1.0,0.0
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,0.0,0.2142857142857142,0.1428571428571428,45180.0,36080.0,3.71,3.8325,3.8866666666666667,2.5478,0.0,0.0,49,0,0.023759604889948084,0.0,10.718409790021994,0.2142857142857142,1.0,0.0
49-3091,Bicycle Repairers,0.0,0.2068965517241379,0.0689655172413793,39360.0,13980.0,2.89,2.6574999999999998,4.503333333333333,1.8607999999999996,0.0,0.0,49,0,0.00920618836922046,0.0,10.58050535116619,0.2068965517241379,0.0,1.0
49-3092,Recreational Vehicle Service Technicians,0.0,0.0606060606060606,0.1212121212121212,50690.0,17360.0,2.67,3.9924999999999997,3.9333333333333336,1.7741999999999998,0.0024875165943541197,0.0,49,0,0.011432005013567037,0.0,10.833483931466395,0.0606060606060606,1.0,0.0
49-3093,Tire Repairers and Changers,0.0,0.0,0.0,37280.0,101520.0,2.57,4.0475,4.42,2.262573742625737,0.0,0.0,49,0,0.06685352240652798,0.0,10.526212268799528,0.0,1.0,0.0
49-9011,Mechanical Door Repairers,0.0,0.1818181818181818,0.0909090909090909,51640.0,27800.0,2.12,3.715,4.25,1.9479,0.0,0.0,49,0,0.01830701263693339,0.0,10.85205184496058,0.1818181818181818,1.0,0.0
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",0.0,0.1666666666666666,0.0952380952380952,72360.0,47780.0,3.52,3.7175000000000002,4.383333333333333,2.7382999999999997,0.004713189336670852,0.0,49,0,0.03146435481268623,0.0,11.189408939509232,0.1666666666666666,1.0,0.0
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",0.0191,0.1403508771929824,0.2105263157894736,59620.0,397450.0,2.72,3.7449999999999997,4.31,2.6621000000000006,0.018983679272702357,0.0,49,0,0.2617310134010495,1.0,10.995746367232062,0.12125087719298239,1.0,0.0
49-9031,Home Appliance Repairers,0.0,0.2181818181818181,0.1454545454545454,50640.0,29950.0,2.93,3.2875000000000005,4.74,2.21957804219578,0.006677018226950499,0.0,49,0,0.019722842750940828,0.0,10.832497056818058,0.2181818181818181,1.0,1.0
49-9041,Industrial Machinery Mechanics,0.0239,0.3548387096774194,0.2258064516129032,63690.0,412650.0,3.42,3.505,3.5066666666666664,2.883111688831117,0.02919558950215622,0.0,49,0,0.2717406030442649,1.0,11.061782843365412,0.3309387096774194,1.0,0.0
49-9043,"Maintenance Workers, Machinery",0.0,0.1714285714285714,0.1142857142857142,58500.0,58040.0,3.03,3.63,3.6466666666666665,2.748125187481252,0.0,0.0,49,0,0.038220827821856616,0.0,10.976782033219948,0.1714285714285714,1.0,0.0
49-9044,Millwrights,0.0,0.0434782608695652,0.0869565217391304,64310.0,37930.0,2.76,4.055,4.03,2.6364,0.0030112042984285917,0.0,49,0,0.024977877313628903,0.0,11.071470419128909,0.0434782608695652,1.0,0.0
49-9045,"Refractory Materials Repairers, Except Brickmasons",0.0,0.0,0.0,49900.0,540.0,1.71,4.032500000000001,3.186666666666667,2.3063,0.0,0.0,49,0,0.00035560384258791477,0.0,10.81777628173961,0.0,1.0,0.0
49-9051,Electrical Power-Line Installers and Repairers,0.0,0.0,0.0,85900.0,120170.0,2.05,3.8925,4.383333333333333,2.4316,0.0023565946683354764,0.0,49,0,0.07913502548849947,0.0,11.360939107972346,0.0,1.0,0.0
49-9052,Telecommunications Line Installers and Repairers,0.0,0.03125,0.0625,69040.0,98950.0,3.88,4.0,4.406666666666667,2.2836,0.002225672742316833,0.0,49,0,0.06516111152606327,0.0,11.142441325757309,0.03125,1.0,0.0
49-9061,Camera and Photographic Equipment Repairers,0.0412,0.44,0.08,58870.0,2540.0,3.57,1.685,3.65,2.89048904890489,0.037312748915311694,0.0,49,0,0.0016726551114320436,1.0,10.983086902022308,0.3988,0.0,0.0
49-9062,Medical Equipment Repairers,0.0,0.4545454545454546,0.3333333333333333,64140.0,64400.0,3.78,2.84,4.3100000000000005,3.565956595659565,0.02500608786955974,0.0,49,0,0.04240905085678095,0.0,11.068823473247146,0.4545454545454546,0.0,0.0
49-9063,Musical Instrument Repairers and Tuners,0.0,0.0392156862745098,0.0,46250.0,6170.0,2.73,1.925,3.85,2.9547045295470458,0.0032730481504658782,0.0,49,0,0.004063103164384138,0.0,10.741816742940571,0.0392156862745098,0.0,0.0
49-9064,Watch and Clock Repairers,0.0,0.2666666666666666,0.2666666666666666,56140.0,1880.0,2.1,1.435,3.76,3.3232323232323235,0.0023565946683354764,0.0,49,0,0.001238028192713481,0.0,10.935603849915873,0.2666666666666666,0.0,0.0
49-9069,,,,,65710.0,10330.0,,,,,0.0,0.0,49,0,0.006802569803579925,,11.093006399891914,,,
49-9071,"Maintenance and Repair Workers, General",0.0,0.2352941176470588,0.1568627450980392,49650.0,1503150.0,3.43,4.0,4.34,2.9211842368473686,0.033908778838827175,0.0,49,0,0.9898628073815261,0.0,10.812753669473318,0.2352941176470588,1.0,0.0
49-9081,Wind Turbine Service Technicians,0.0,0.0869565217391304,0.0869565217391304,65380.0,9800.0,3.89,4.22,3.983333333333333,3.2317768223177685,0.0,0.0,49,0,0.006453551217336231,0.0,11.087971680278201,0.0869565217391304,1.0,0.0
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",0.0,0.3214285714285714,0.2142857142857142,45840.0,36100.0,2.86,3.2249999999999996,3.7866666666666666,2.1001000000000003,0.0,0.0,49,0,0.023772775402636524,0.0,10.732912351388622,0.3214285714285714,0.0,0.0
49-9092,Commercial Divers,0.0,0.1333333333333333,0.1777777777777777,75570.0,2790.0,2.33,3.6875,4.04,3.3380338033803376,0.006022408596857284,0.0,49,0,0.0018372865200375597,0.0,11.232814658014766,0.1333333333333333,1.0,0.0
49-9094,Locksmiths and Safe Repairers,0.0,0.08,0.08,52130.0,14790.0,3.58,3.555,4.4366666666666665,2.6927,0.0,0.0,49,0,0.009739594133102332,0.0,10.861495877762152,0.08,1.0,1.0
49-9095,Manufactured Building and Mobile Home Installers,0.0,0.0769230769230769,0.1538461538461538,39820.0,2910.0,2.16,3.6325000000000003,3.323333333333333,1.4201000000000001,0.0,0.0,49,0,0.0019163095961682074,0.0,10.592124577618188,0.0769230769230769,1.0,0.0
49-9096,Riggers,0.0,0.0,0.074074074074074,62020.0,23870.0,2.35,4.1275,4.1466666666666665,1.9480999999999997,0.0,0.0,49,0,0.01571900689365468,0.0,11.03521219265444,0.0,1.0,0.0
49-9097,Signal and Track Switch Repairers,0.0,0.0769230769230769,0.0769230769230769,81810.0,9200.0,2.69,3.71,3.846666666666667,2.2066999999999997,0.0,0.0,49,0,0.006058435836682993,0.0,11.312154764507744,0.0769230769230769,1.0,0.0
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",0.0,0.0666666666666666,0.0,38720.0,101890.0,2.1,3.8975,4.03,3.3129625925185042,0.0043204235586150235,0.0,49,0,0.06709717689126414,0.0,10.564111541390513,0.0666666666666666,1.0,0.0
49-9099,"Installation, Maintenance, and Repair Workers, All Other",0.0,0.3548387096774194,0.3225806451612903,50480.0,175860.0,3.54,3.735,3.9066666666666667,2.4954,0.002225672742316833,0.0,49,0,0.11580831806946425,0.0,10.829332497215095,0.3548387096774194,1.0,0.0
51-1011,First-Line Supervisors of Production and Operating Workers,0.0,0.65,0.45,71730.0,671160.0,3.73,3.545,4.17,3.2121000000000004,0.0027493604463913056,0.0,51,0,0.4419755248320261,0.0,11.18066434912048,0.65,1.0,0.0
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",0.0494,0.05,0.05,62860.0,29810.0,3.06,2.635,3.6799999999999997,3.0625,0.018459991568627883,0.0,51,0,0.019630625179156536,1.0,11.04866531035156,0.0006000000000000033,0.0,0.0
51-2021,"Coil Winders, Tapers, and Finishers",0.0,0.2222222222222222,0.2777777777777778,46020.0,11900.0,2.42,2.8975,3.34,2.4013401340134015,0.0,0.0,51,0,0.007836445475745146,0.0,10.736831363589356,0.2222222222222222,0.0,0.0
51-2022,,,0.1538461538461538,0.1153846153846153,,,2.77,2.3150000000000004,3.216666666666667,2.0604,0.00916453482130452,0.0,51,0,,,,,0.0,0.0
51-2023,,,0.0909090909090909,0.0,,,2.98,1.9975,3.77,3.0687000000000006,0.005498720892782712,0.0,51,0,,,,,0.0,0.0
51-2028,,,,,43740.0,267440.0,,,,,0.0,0.0,51,0,0.17611588050699845,,10.68601829423076,,,
51-2031,Engine and Other Machine Assemblers,0.0,0.1904761904761904,0.0,53470.0,47960.0,2.86,3.25,3.8900000000000006,2.5436999999999994,0.04124040669587099,0.0,51,0,0.03158285084174262,0.0,10.886876027942778,0.1904761904761904,0.0,0.0
51-2041,Structural Metal Fabricators and Fitters,0.0,0.0454545454545454,0.0454545454545454,50640.0,57810.0,2.47,3.4450000000000003,3.546666666666667,1.9188999999999998,0.0,0.0,51,0,0.038069320416203936,0.0,10.832497056818058,0.0454545454545454,1.0,0.0
51-2051,Fiberglass Laminators and Fabricators,0.0,0.0416666666666666,0.0833333333333333,43920.0,20380.0,1.93,3.19,3.726666666666667,1.82018201820182,0.0,0.0,51,0,0.013420736033250929,0.0,10.690125076183412,0.0416666666666666,0.0,0.0
51-2061,Timing Device Assemblers and Adjusters,0.0392,0.12,0.0,52840.0,400.0,2.74,1.9049999999999998,3.4199999999999995,2.3419,0.008509925191211404,0.0,51,0,0.00026340993195782,1.0,10.875023758636262,0.0808,0.0,0.0
51-2090,,,,,42400.0,1489280.0,,,,,0.0,0.0,51,0,0.9807278586653554,,10.654903641220049,,,
51-2092,,,0.2941176470588235,0.1764705882352941,,,2.88,2.4625,3.643333333333333,2.3968603139686033,0.0,0.0,51,0,,,,,0.0,0.0
51-3011,Bakers,0.0,0.3823529411764705,0.1470588235294117,35550.0,220230.0,2.36,2.6550000000000002,4.026666666666666,2.0203,0.051714160777361746,0.0,51,0,0.14502692328767675,0.0,10.478695435231387,0.3823529411764705,0.0,0.0
51-3021,Butchers and Meat Cutters,0.0,0.2105263157894736,0.0526315789473684,39680.0,136330.0,2.5,2.615,4.443333333333333,1.9662000000000004,0.0,0.0,51,0,0.089776690059524,0.0,10.58860256139881,0.2105263157894736,0.0,1.0
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",0.0,0.0,0.0,36840.0,138300.0,2.08,2.8249999999999997,3.3666666666666667,1.4926000000000001,0.0,0.0,51,0,0.09107398397441625,0.0,10.514339490369244,0.0,0.0,0.0
51-3023,Slaughterers and Meat Packers,0.0,0.0,0.0,38710.0,71310.0,1.5,2.5500000000000003,3.7833333333333337,1.9250999999999998,0.0,0.0,51,0,0.04695940561978036,0.0,10.563853243571694,0.0,0.0,0.0
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.0,0.0666666666666666,0.1333333333333333,42410.0,19570.0,3.38,3.4425,3.6199999999999997,2.045,0.0,0.0,51,0,0.012887330921036345,0.0,10.655139462468636,0.0666666666666666,1.0,0.0
51-3092,Food Batchmakers,0.0,0.1282051282051282,0.1794871794871795,40890.0,169190.0,3.48,2.7674999999999996,3.4266666666666663,2.6108610861086112,0.13183837950076843,0.0,51,0,0.1114158159698589,0.0,10.618640813358688,0.1282051282051282,0.0,0.0
51-3093,Food Cooking Machine Operators and Tenders,0.0,0.1290322580645161,0.064516129032258,39770.0,29730.0,2.59,3.6075,3.9633333333333334,2.1399,0.002225672742316833,0.0,51,0,0.01957794319276497,0.0,10.590868138201737,0.1290322580645161,1.0,0.0
51-3099,,,,,37630.0,63970.0,,,,,0.0,0.0,51,0,0.04212583336835436,,10.535556883587484,,,
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",0.0,0.0416666666666666,0.125,45440.0,63370.0,3.05,3.3775,2.9166666666666665,2.1163,0.0,0.0,51,0,0.041730718470417635,0.0,10.724148053395034,0.0416666666666666,1.0,0.0
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",0.0,0.0833333333333333,0.0833333333333333,47350.0,9170.0,3.16,3.3575,3.6933333333333334,1.8229999999999997,0.0,0.0,51,0,0.006038672690133024,0.0,10.765322098614224,0.0833333333333333,1.0,0.0
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",0.0,0.2352941176470588,0.1470588235294117,49290.0,24750.0,3.21,3.2624999999999997,4.033333333333333,2.1050999999999997,0.0,0.0,51,0,0.01629848953989011,0.0,10.805476499699424,0.2352941176470588,1.0,0.0
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",0.0,0.02,0.04,44260.0,179230.0,2.4,2.9899999999999998,2.956666666666667,2.3571,0.0,0.0,51,0,0.11802740526200019,0.0,10.697836613605041,0.02,0.0,0.0
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.0,0.0606060606060606,0.0,47490.0,5740.0,3.84,2.6775,3.6300000000000003,2.8137,0.001963828890279547,0.0,51,0,0.003779932523594717,0.0,10.768274441543168,0.0606060606060606,0.0,0.0
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.0,0.0967741935483871,0.1290322580645161,44450.0,75260.0,2.98,2.71,3.27,2.212578742125787,0.0,0.0,51,0,0.04956057869786383,0.0,10.702120240942051,0.0967741935483871,0.0,0.0
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.0,0.1935483870967742,0.064516129032258,48850.0,19560.0,4.0,2.5425,3.31,3.290829082908291,0.0,0.0,51,0,0.012880745672737398,0.0,10.79650965747093,0.1935483870967742,0.0,0.0
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",0.0,0.2758620689655172,0.1379310344827586,50020.0,13990.0,3.47,3.2775,3.2099999999999995,2.9891989198919893,0.0,0.0,51,0,0.009212762370224755,0.0,10.82017820443161,0.2758620689655172,1.0,0.0
51-4041,Machinists,0.0,0.3061224489795918,0.2653061224489795,54600.0,290720.0,3.36,2.62,3.6466666666666665,2.5416999999999996,0.05511813085384656,0.0,51,0,0.19144633854694357,0.0,10.907789161732996,0.3061224489795918,0.0,0.0
51-4051,Metal-Refining Furnace Operators and Tenders,0.0,0.125,0.0833333333333333,54340.0,20870.0,2.57,3.2125,3.063333333333333,1.6414,0.0,0.0,51,0,0.013743413199899258,0.0,10.90301588298034,0.125,0.0,0.0
51-4052,"Pourers and Casters, Metal",0.0,0.0,0.0,50110.0,5460.0,2.66,3.505,2.9866666666666664,1.7995999999999999,0.0,0.0,51,0,0.0035955455712242427,0.0,10.821975867953771,0.0,1.0,0.0
51-4061,"Model Makers, Metal and Plastic",0.0,0.1935483870967742,0.1935483870967742,64920.0,2840.0,3.0,2.715,3.0766666666666667,2.893800000000001,0.0,0.0,51,0,0.001870210516900522,0.0,11.080911021628527,0.1935483870967742,0.0,0.0
51-4062,"Patternmakers, Metal and Plastic",0.0,0.217391304347826,0.2608695652173913,54550.0,2150.0,3.15,2.88,3.85,2.946794679467947,0.012437582971770597,0.0,51,0,0.0014158283842732825,0.0,10.906872991261217,0.217391304347826,0.0,0.0
51-4071,Foundry Mold and Coremakers,0.0,0.0,0.0,45130.0,11780.0,1.7,3.8274999999999997,3.4899999999999998,1.6437,0.0,0.0,51,0,0.0077574224961578,0.0,10.717302492821046,0.0,1.0,0.0
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",0.0,0.1395348837209302,0.0697674418604651,42060.0,158980.0,2.59,3.2274999999999996,3.236666666666667,1.8396,0.0027493604463913056,0.0,51,0,0.10469227745663555,0.0,10.646852449256691,0.1395348837209302,0.0,0.0
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.0,0.1282051282051282,0.1794871794871795,43990.0,127790.0,3.55,2.8175,3.69,2.2961,0.10945073015158156,0.0,51,0,0.08415288801222455,0.0,10.691717614342766,0.1282051282051282,0.0,0.0
51-4111,Tool and Die Makers,0.0,0.28125,0.21875,62020.0,58150.0,3.48,2.8775,3.5700000000000003,2.6078999999999994,0.08457556420804027,0.0,51,0,0.03829321885836808,0.0,11.03521219265444,0.28125,0.0,0.0
51-4121,"Welders, Cutters, Solderers, and Brazers",0.0,0.0980392156862745,0.0784313725490196,52640.0,421730.0,2.14,2.84,3.376666666666667,2.2238223822382235,0.0036658139285218076,0.0,51,0,0.2777196765114286,0.0,10.8712315659992,0.0980392156862745,0.0,0.0
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",0.0,0.0909090909090909,0.1136363636363636,47120.0,33020.0,2.62,3.29,3.4966666666666666,2.3481,0.0,0.0,51,0,0.02174448988311804,0.0,10.760452818325469,0.0909090909090909,1.0,0.0
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",0.0,0.1764705882352941,0.1176470588235294,46540.0,14950.0,3.3,3.475,3.25,1.9059,0.0,0.0,51,0,0.009844946206923524,0.0,10.748067436856283,0.1764705882352941,1.0,0.0
51-4192,"Layout Workers, Metal and Plastic",0.0,0.2608695652173913,0.3043478260869565,60110.0,6660.0,2.18,3.715,3.5233333333333334,2.6275372462753723,0.0030112042984285917,0.0,51,0,0.004385775367097703,0.0,11.003931496033207,0.2608695652173913,1.0,0.0
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",0.0,0.1458333333333333,0.0833333333333333,42550.0,31970.0,2.11,3.3600000000000003,3.5533333333333332,1.6575999999999997,0.001963828890279547,0.0,51,0,0.021053038811728764,0.0,10.65843513400152,0.1458333333333333,1.0,0.0
51-4194,"Tool Grinders, Filers, and Sharpeners",0.0,0.0666666666666666,0.0,48520.0,6660.0,3.18,3.4025,3.4200000000000004,2.4059594040595944,0.0,0.0,51,0,0.004385775367097703,0.0,10.789731363057987,0.0666666666666666,1.0,0.0
51-4199,,,,,44780.0,20370.0,,,,,0.0,0.0,51,0,0.013414150784951983,,10.709516890152745,,,
51-5111,Prepress Technicians and Workers,0.1018,0.8125,0.1875,46540.0,23590.0,4.6,1.755,3.7966666666666664,3.3901390139013903,0.053808911593660136,0.0,51,0,0.015534600737212434,1.0,10.748067436856283,0.7107,0.0,0.0
51-5112,Printing Press Operators,0.0,0.4,0.25,44450.0,151450.0,3.35,2.6525000000000003,3.8899999999999992,2.3054,0.0,0.0,51,0,0.0997335854875296,0.0,10.702120240942051,0.4,0.0,0.0
51-5113,Print Binding and Finishing Workers,0.0,0.1282051282051282,0.1282051282051282,40860.0,38880.0,2.83,2.7325,3.5933333333333333,2.100989901009899,0.0,0.0,51,0,0.025603445386300105,0.0,10.617906868371612,0.1282051282051282,0.0,0.0
51-6011,Laundry and Dry-Cleaning Workers,0.0,0.075,0.1,31880.0,185000.0,1.99,2.895,3.19,1.354,0.002880282372409949,0.0,51,0,0.12182709353049176,0.0,10.369734132904151,0.075,0.0,0.0
51-6021,"Pressers, Textile, Garment, and Related Materials",0.0,0.0208333333333333,0.0416666666666666,32340.0,28700.0,2.06,2.7675000000000005,3.3633333333333333,2.7132,0.0,0.0,51,0,0.018899662617973583,0.0,10.384060133131097,0.0208333333333333,0.0,0.0
51-6031,Sewing Machine Operators,0.0,0.1162790697674418,0.0465116279069767,35000.0,116130.0,1.86,1.645,2.85,1.6269626962696269,0.0,0.0,51,0,0.0764744884956541,0.0,10.46310334047155,0.1162790697674418,0.0,0.0
51-6041,Shoe and Leather Workers and Repairers,0.0,0.1176470588235294,0.1176470588235294,37030.0,7230.0,2.36,2.55,4.159999999999999,1.5638999999999998,0.0,0.0,51,0,0.004761134520137596,0.0,10.519483673907658,0.1176470588235294,0.0,0.0
51-6042,Shoe Machine Operators and Tenders,0.0,0.0869565217391304,0.0434782608695652,36570.0,4630.0,2.97,2.3975,3.3733333333333335,1.8508999999999998,0.0,0.0,51,0,0.003048969962411767,0.0,10.506983511143426,0.0869565217391304,0.0,0.0
51-6051,"Sewers, Hand",0.0,0.0833333333333333,0.0833333333333333,33860.0,3390.0,2.53,2.505,3.66,1.3657,0.0,0.0,51,0,0.0022323991733425243,0.0,10.429989655687127,0.0833333333333333,0.0,0.0
51-6052,"Tailors, Dressmakers, and Custom Sewers",0.0342,0.1363636363636363,0.1363636363636363,40190.0,14950.0,1.4,1.8249999999999997,3.84,2.3698,0.07881499946322017,0.0,51,0,0.009844946206923524,1.0,10.601373487443247,0.10216363636363629,0.0,0.0
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,0.0211,0.1842105263157894,0.2368421052631578,37570.0,6650.0,2.99,3.6174999999999997,3.61,1.8851114888511145,0.013877724157975575,0.0,51,0,0.004379190118798757,1.0,10.533961138568015,0.1631105263157894,1.0,0.0
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",0.0152,0.2142857142857142,0.2857142857142857,37040.0,9760.0,3.05,3.27,3.1966666666666668,1.6769,0.07789854598108967,0.0,51,0,0.006427202339770808,1.0,10.519753688760115,0.1990857142857142,1.0,0.0
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",0.032,0.1875,0.25,37880.0,15980.0,2.61,2.81,3.1466666666666665,1.9468,0.0,0.0,51,0,0.01052322678171491,1.0,10.542178547300015,0.1555,0.0,0.0
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",0.0,0.0857142857142857,0.1428571428571428,37100.0,23550.0,2.43,3.4425000000000003,3.0399999999999996,1.4616,0.0,0.0,51,0,0.015508259744016652,0.0,10.521372248595526,0.0857142857142857,1.0,0.0
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",0.0,0.0689655172413793,0.1724137931034483,45270.0,14520.0,2.67,2.8175,3.8600000000000008,1.8704999999999998,0.0,0.0,51,0,0.009561780530068866,0.0,10.720399840430005,0.0689655172413793,0.0,0.0
51-6092,Fabric and Apparel Patternmakers,0.0,0.8125,0.375,66750.0,2670.0,3.73,1.96,3.9466666666666668,3.512851285128513,0.0,0.0,51,0,0.0017582612958184484,0.0,11.108709576262497,0.8125,0.0,0.0
51-6093,Upholsterers,0.0,0.2647058823529412,0.1470588235294117,44820.0,25740.0,2.29,2.9575,3.3433333333333333,1.5618,0.0036658139285218076,0.0,51,0,0.016950429121485717,0.0,10.710409747354918,0.2647058823529412,0.0,0.0
